hostname,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,0,1,1.1,2009,0.1,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,1.510000,0.060000,-0.050000,0.2,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,3432.40000,381.40000,-413.20000,0.3,10.80000,1.20000,-1.30000,0.4,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,0.5,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,1.70,0.40,-0.30,0.6,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,229.2745954,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
TOI-150,1.0,1.0,1.0,2019.0,0.0,5.857487,8.9e-05,-9.7e-05,0.0,0.07037,0.00087,-0.00088,0.0,14.067,0.235,-0.213,0.0,1.255,0.021,-0.019,0.0,797.7533,38.1396,-38.1396,0.0,2.51,0.12,-0.12,0.0,0.262,0.045,-0.037,0.0,0.0,0.0,0.0,0.0,1404.0,7.0,-6.0,0.0,0.0,6255.0,90.0,-90.0,0.0,1.53,0.01,-0.01,0.0,1.35,0.04,-0.03,0.0,0.28,0.036,-0.036,0.0,4.13,0.01,-0.01,0.0,112.965421,-73.6060358,336.267,1.927,-1.905,11.39,0.015,-0.015,9.94,0.019,-0.019,11.3408,0.000316,-0.000316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-157,1.0,1.0,1.0,2020.0,0.0,2.0845435,2.3e-06,-2.3e-06,0.0,0.03138,0.00025,-0.0002,0.0,14.415,0.258,-0.224,0.0,1.286,0.023,-0.02,0.0,375.0394,41.3179,-38.1396,0.0,1.18,0.13,-0.12,0.0,0.0,0.0,0.0,0.0,1062.0,57.0,-51.0,0.0,1588.0,21.0,-20.0,0.0,0.0,5404.0,70.0,-67.0,0.0,1.17,0.02,-0.01,0.0,0.95,0.02,-0.02,0.0,0.24,0.09,-0.09,0.0,4.28,0.01,-0.01,0.0,73.7014398,-76.6806061,355.683,2.848,-2.804,12.725,0.046,-0.046,10.892,0.023,-0.023,12.5143,0.000285,-0.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1601,1.0,1.0,1.0,2021.0,0.0,5.331751,1.1e-05,-1.1e-05,0.0,0.06864,0.00079,-0.00075,0.0,13.888,0.516,-0.437,0.0,1.239,0.046,-0.039,0.0,314.6517,34.9613,-34.9613,0.0,0.99,0.11,-0.11,0.0,0.036,0.044,-0.026,0.0,0.0,0.0,0.0,0.0,1619.0,24.0,-23.0,0.0,0.0,5948.0,87.0,-89.0,0.0,2.19,0.07,-0.06,0.0,1.52,0.05,-0.05,0.0,0.329,0.073,-0.075,0.0,3.94,0.02,-0.03,0.0,38.361569,41.0134321,336.608,8.389,-7.998,10.66,0.006,-0.006,9.191,0.014,-0.014,10.5276,0.000388,-0.000388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-163,1.0,1.0,1.0,2019.0,0.0,4.231306,6.3e-05,-5.7e-05,0.0,0.058,0.0014,-0.0014,0.0,16.69,0.381,-0.381,0.0,1.489,0.034,-0.034,0.0,387.7526,38.1396,-38.1396,0.0,1.22,0.12,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,16.0,-14.0,0.0,0.0,6495.0,90.0,-90.0,0.0,1.65,0.02,-0.03,0.0,1.44,0.03,-0.03,0.0,0.22,0.041,-0.041,0.0,4.19,0.01,-0.01,0.0,79.7682532,-71.8955269,411.719,8.163,-7.857,11.467,0.014,-0.014,10.124,0.023,-0.023,11.2193,0.000527,-0.000527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1634,1.0,2.0,1.0,2021.0,0.0,0.989343,1.5e-05,-1.5e-05,0.0,0.01545,0.00014,-0.00014,0.0,1.79,0.08,-0.081,0.0,0.16,0.007,-0.007,0.0,4.91,0.68,-0.7,0.0,0.01545,0.00214,-0.0022,0.0,0.16,0.0,0.0,1.0,121.0,12.0,-11.0,0.0,924.0,22.0,-22.0,0.0,0.0,3550.0,69.0,-69.0,0.0,0.45,0.01,-0.01,0.0,0.5,0.01,-0.01,0.0,0.23,0.07,-0.08,0.0,4.83,0.03,-0.03,0.0,56.3906096,37.1122803,35.2736,0.0527,-0.0526,13.217,0.043,-0.043,8.6,0.014,-0.014,12.1965,0.000268,-0.000268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1670,2.0,2.0,4.0,4044.0,0.0,51.73438,0.000482,-0.00072,0.0,0.352,0.007,-0.007,0.0,13.123000000000001,0.47000000000000003,-0.43000000000000005,0.0,1.171,0.042,-0.038,0.0,241.54959,28.60456,-25.42627,1.0,0.76,0.09,-0.08,1.0,0.6799999999999999,0.22000000000000003,-0.3,0.0,0.0,0.0,0.0,0.0,1746.0,23.0,-22.0,0.0,0.0,12340.0,122.0,-122.0,0.0,2.64,0.04,-0.04,0.0,2.42,0.04,-0.04,0.0,0.18,0.14,-0.14,0.0,8.58,0.22,-0.22,0.0,518.0345044,144.3223612,336.134,1.38,-1.368,19.778,0.008,-0.008,17.448,0.036,-0.036,19.63868,0.00074,-0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1685,1.0,1.0,1.0,2021.0,0.0,0.6691403,2.3e-06,-2.1e-06,0.0,0.0,0.0,0.0,0.0,1.7,0.07,-0.07,0.0,0.152,0.006,-0.006,0.0,3.78,0.63,-0.63,0.0,0.01189,0.00198,-0.00198,0.0,0.0,0.0,0.0,0.0,217.0,13.0,-13.0,0.0,1069.0,16.0,-16.0,0.0,0.0,3434.0,51.0,-51.0,0.0,0.49,0.01,-0.01,0.0,0.49,0.02,-0.02,0.0,-0.13,0.16,-0.16,0.0,4.85,0.04,-0.04,0.0,68.5939529,43.0370395,37.6153,0.0728,-0.0725,13.378,0.028,-0.028,8.758,0.02,-0.02,12.2956,0.000308,-0.000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-169,1.0,1.0,1.0,2020.0,0.0,2.2554477,6.3e-06,-6.3e-06,0.0,0.03524,0.00069,-0.00079,0.0,12.173,0.908,-0.538,0.0,1.086,0.081,-0.048,0.0,251.40353,20.34112,-19.0698,0.0,0.791,0.064,-0.06,0.0,0.0,0.0,0.0,0.0,1443.0,73.0,-66.0,0.0,1715.0,22.0,-20.0,0.0,0.0,5880.0,54.0,-49.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.24,0.09,-0.09,0.0,4.28,0.03,-0.03,0.0,16.7786879,-75.1989452,407.84,4.237,-4.152,12.355,0.046,-0.046,10.815,0.024,-0.024,12.2379,0.000188,-0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1693,1.0,1.0,1.0,2022.0,0.0,1.7666957,5.4e-06,-5.4e-06,0.0,0.0226,0.0004,-0.0004,0.0,1.41,0.1,-0.1,0.0,0.126,0.009,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,19.0,-19.0,0.0,0.0,3499.0,70.0,-70.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.03,-0.03,0.0,0.0,0.0,0.0,0.0,4.8,0.03,-0.03,0.0,90.3083455,34.7730904,30.7947,0.0391,-0.0391,12.962,0.069,-0.069,8.331,0.021,-0.021,11.8373,0.00052,-0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1696,1.0,1.0,1.0,2022.0,0.0,2.50031,2e-05,-2e-05,0.0,0.0235,0.0006,-0.0006,0.0,3.24,0.12,-0.12,0.0,0.289,0.011,-0.011,0.0,56.6,0.0,0.0,1.0,0.17808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.5,0.7,-0.7,0.0,533.0,7.0,-7.0,0.0,0.0,3168.0,39.0,-35.0,0.0,0.29,0.01,-0.01,0.0,0.27,0.02,-0.02,0.0,0.19,0.09,-0.09,0.0,4.96,0.03,-0.03,0.0,65.280648,48.8198312,64.9172,0.3581,-0.3544,16.82,1.133,-1.133,11.331,0.023,-0.023,15.3314,0.000421,-0.000421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1710,1.0,1.0,1.0,2022.0,0.0,24.283429,4.3e-05,-4.3e-05,0.0,0.16,0.04,-0.04,0.0,5.34,0.11,-0.11,0.0,0.476,0.01,-0.01,0.0,28.3,4.7,-4.7,0.0,0.08904,0.01479,-0.01479,0.0,0.16,0.08,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5665.0,55.0,-55.0,0.0,0.97,0.02,-0.01,0.0,0.98,0.05,-0.06,0.0,0.1,0.07,-0.07,0.0,4.46,0.1,-0.1,0.0,94.2838373,76.21102,81.2271,0.1773,-0.1766,9.545,0.003,-0.003,7.959,0.026,-0.026,9.35983,0.00023,-0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-172,1.0,1.0,1.0,2019.0,0.0,9.47725,0.00064,-0.00079,0.0,0.0914,0.0017,-0.0017,0.0,10.817,0.359,-0.325,0.0,0.965,0.032,-0.029,0.0,1722.6386,69.9226,-63.566,0.0,5.42,0.22,-0.2,0.0,0.3806,0.0093,-0.009,0.0,299.0,19.0,-16.0,0.0,1198.0,18.0,-17.0,0.0,0.0,5645.0,50.0,-50.0,0.0,1.78,0.05,-0.04,0.0,1.13,0.07,-0.06,0.0,0.148,0.079,-0.08,0.0,3.99,0.03,-0.03,0.0,316.6318791,-26.6928654,342.831,7.371,-7.071,11.299,0.02,-0.02,9.722,0.021,-0.021,11.1927,0.000623,-0.000623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1728,1.0,1.0,1.0,2020.0,0.0,3.49151,6.2e-05,-5.7e-05,0.0,0.0391,0.0009,-0.0009,0.0,5.05,0.16,-0.17,0.0,0.451,0.014,-0.015,0.0,26.78,5.43,-5.13,0.0,0.08426,0.01708,-0.01614,0.0,0.057,0.054,-0.039,0.0,57.78,3.48,-3.48,0.0,767.0,8.0,-8.0,0.0,0.0,3980.0,31.0,-32.0,0.0,0.62,0.01,-0.01,0.0,0.65,0.02,-0.02,0.0,0.25,0.1,-0.1,0.0,4.66,0.02,-0.02,0.0,120.6116787,64.7971531,60.798,0.13635,-0.13635,12.39,0.055,-0.055,8.803001,0.02,-0.02,11.7294,0.000478,-0.000478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1749,3.0,3.0,9.0,6063.0,0.0,15.930989999999998,0.00901,-0.00656,0.0,0.1441,0.0025,-0.0025,0.0,6.029999999999999,0.48,-0.45999999999999996,0.0,0.538,0.043,-0.041,0.0,86.0,0.0,0.0,3.0,0.27059,0.0,0.0,3.0,0.22100000000000003,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2037.0,45.0,-45.0,0.0,0.0,11955.0,165.0,-165.0,0.0,1.6500000000000001,0.09,-0.09,0.0,1.7399999999999998,0.09,-0.09,0.0,-0.78,0.24,-0.24,0.0,14.100000000000001,0.15000000000000002,-0.15000000000000002,0.0,848.2116842999999,193.258398,298.6683,0.3516,-0.3516,41.58,0.21599999999999997,-0.21599999999999997,30.81,0.056999999999999995,-0.056999999999999995,39.5394,0.000984,-0.000984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1759,1.0,1.0,1.0,2022.0,0.0,18.85019,0.00013,-0.00013,0.0,0.1177,0.0038,-0.0038,0.0,3.14,0.1,-0.1,0.0,0.28,0.009,-0.009,0.0,10.8,1.5,-1.5,0.0,0.03398,0.00472,-0.00472,0.0,0.0,0.0,0.0,0.0,6.39,0.41,-0.41,0.0,443.0,7.0,-7.0,0.0,0.0,4065.0,51.0,-51.0,0.0,0.6,0.01,-0.01,0.0,0.61,0.02,-0.02,0.0,0.05,0.16,-0.16,0.0,4.65,0.04,-0.04,0.0,326.8516615,62.7538164,40.0654,0.0423,-0.0423,11.93,0.1,-0.1,7.93,0.02,-0.02,10.8385,0.000431,-0.000431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-178,5.0,5.0,30.0,10105.0,0.0,42.38208899999999,0.000236,-0.000205,0.0,0.32807,0.00978,-0.00998,0.0,10.469999999999999,0.49,-0.467,0.0,0.9339999999999999,0.044,-0.041999999999999996,0.0,17.08,4.300000000000001,-4.71,0.0,0.053739999999999996,0.01353,-0.01482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3673.0,76.0,-75.0,0.0,0.0,21580.0,350.0,-350.0,0.0,3.25,0.05,-0.05,0.0,3.25,0.15,-0.15,0.0,-1.1500000000000001,0.25,-0.25,0.0,22.25,0.75,-0.75,0.0,36.5100575,-152.2705795,313.495,1.037,-1.0305,59.775,0.17500000000000002,-0.17500000000000002,43.28,0.10500000000000001,-0.10500000000000001,55.7615,0.00445,-0.00445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1789,1.0,1.0,1.0,2021.0,0.0,3.208664,1.5e-05,-1.5e-05,0.0,0.04882,0.00063,-0.0016,0.0,16.141,2.69,-1.569,0.0,1.44,0.24,-0.14,0.0,222.47988,50.85255,-50.85255,0.0,0.7,0.16,-0.16,0.0,0.0,0.0,0.0,0.0,2300.0,130.0,-81.0,0.0,1927.0,27.0,-17.0,0.0,0.0,5991.0,55.0,-55.0,0.0,2.17,0.04,-0.03,0.0,1.51,0.06,-0.14,0.0,0.373,0.071,-0.086,0.0,3.94,0.02,-0.04,0.0,142.743406,26.5399951,229.067,2.388,-2.34,9.721,0.004,-0.004,8.345,0.018,-0.018,9.58439,0.000298,-0.000298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1807,1.0,1.0,1.0,2021.0,0.0,0.549372,7e-06,-7e-06,0.0,0.00812,0.00037,-0.00038,0.0,1.258,0.04,-0.039,0.0,0.112,0.004,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,39.0,-40.0,0.0,0.0,4757.0,51.0,-50.0,0.0,0.68,0.01,-0.01,0.0,0.75,0.03,-0.02,0.0,-0.029,0.061,-0.043,0.0,4.65,0.02,-0.02,0.0,201.2826259,38.9223671,42.5775,0.0622,-0.062,10.0,0.03,-0.03,7.568,9.995,-9.995,9.67517,0.000292,-0.000292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1842,1.0,1.0,1.0,2021.0,0.0,9.5739,0.0002,-0.0001,0.0,0.1001,0.0007,-0.0007,0.0,11.657,0.673,-0.56,0.0,1.04,0.06,-0.05,0.0,68.01528,12.71314,-12.07748,0.0,0.214,0.04,-0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.0,50.0,-50.0,0.0,2.02,0.05,-0.05,0.0,1.46,0.03,-0.03,0.0,0.22,0.05,-0.05,0.0,4.1,0.1,-0.1,0.0,201.9626552,9.0306437,223.465,2.26,-2.216,9.815,0.004,-0.004,8.446,0.021,-0.021,9.65981,0.000247,-0.000247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
